,model_combo,convs.0_pctsame,convs.0_jaccard,convs.2_pctsame,convs.2_jaccard,convs.5_pctsame,convs.5_jaccard,convs.7_pctsame,convs.7_jaccard,convs.10_pctsame,convs.10_jaccard,convs.12_pctsame,convs.12_jaccard,linear.0_pctsame,linear.0_jaccard,linear.2_pctsame,linear.2_jaccard,linear.4_pctsame,linear.4_jaccard,total_same,total_weights,total_ones_same,percent_same_total,jaccard_total
0,"(0, 1)",0.7314814814814815,0.30120481927710846,0.6374240451388888,0.15931819611296308,0.6394314236111112,0.16202244357584164,0.6300998263888888,0.14955719096919046,0.6276584201388888,0.1463399465140867,0.6281534830729166,0.1469908757846592,0.6307239532470703,0.15038255538660364,0.641937255859375,0.1654159405341964,0.65,0.17647058823529413,1425518,2261184,147463,0.6304298986725538,0.13042989867255383
0,"(0, 2)",0.7384259259259259,0.3130699088145897,0.6448025173611112,0.16932056080695299,0.6461317274305556,0.17114083298916669,0.63525390625,0.15640880858272163,0.6304456922743056,0.15001442821378713,0.6275261773003472,0.14616619316525653,0.6307315826416016,0.15039265206353525,0.640411376953125,0.16334717932332163,0.65234375,0.17972350230414746,1427422,2261184,148415,0.631271935410829,0.13127193541082902
0,"(0, 3)",0.7662037037037037,0.3627760252365931,0.6523980034722222,0.17979901427382705,0.6416286892361112,0.16499699775621782,0.62890625,0.14798206278026907,0.6253255208333334,0.14328247115742462,0.6274007161458334,0.14600139892748892,0.6297702789306641,0.14912186493837823,0.643157958984375,0.16707625458560388,0.6578125,0.18738404452690166,1424084,2261184,146746,0.629795717641731,0.12979571764173106
0,"(0, 4)",0.7523148148148148,0.33746130030959753,0.6382378472222222,0.16041299420800806,0.6410861545138888,0.16426112497236522,0.6308458116319444,0.15054384294876796,0.6262885199652778,0.14454258968905723,0.6282687717013888,0.14714256818782967,0.6308231353759766,0.15051382601234586,0.632110595703125,0.15222054221315798,0.646875,0.17216117216117216,1424932,2261184,147170,0.6301707424075175,0.13017074240751747
0,"(1, 2)",0.7557870370370371,0.343701399688958,0.6362847222222222,0.1577889447236181,0.6444769965277778,0.16887564208256706,0.6307644314236112,0.15043612589136643,0.6289537217881944,0.14804462749433592,0.629974365234375,0.14939142025325336,0.6301403045654297,0.1496106846293336,0.6461181640625,0.17112223016440314,0.65703125,0.18628359592215013,1427124,2261184,148266,0.6311401460473804,0.13114014604738047
0,"(1, 3)",0.7592592592592593,0.35,0.64306640625,0.16695156695156696,0.6469997829861112,0.17233264429957068,0.6332465277777778,0.15373059589384075,0.6271023220486112,0.14560964619233338,0.6264580620659722,0.14476472917265099,0.6303539276123047,0.14989307920911513,0.63916015625,0.16165626772546796,0.6453125,0.170018281535649,1425050,2261184,147229,0.6302229274574737,0.1302229274574736
0,"(1, 4)",0.7534722222222222,0.3395348837209302,0.6335720486111112,0.15416405760801502,0.64111328125,0.1642978965321205,0.630126953125,0.1495930395733932,0.6268988715277778,0.14534269558193003,0.62847900390625,0.14741928706492052,0.62945556640625,0.14870644324475918,0.643585205078125,0.1676584826996401,0.65703125,0.18628359592215013,1424306,2261184,146857,0.6298938962950383,0.12989389629503836
0,"(2, 3)",0.7662037037037037,0.3627760252365931,0.6417643229166666,0.1651811113218282,0.6413845486111112,0.16466573992164793,0.6323784722222222,0.15257628814407204,0.6297268337673612,0.1490644992869778,0.6278889973958334,0.14664302710773106,0.6292133331298828,0.14838689893394488,0.63427734375,0.1551043429216018,0.6171875,0.13274336283185842,1424502,2261184,146955,0.6299805765475078,0.12998057654750786
0,"(2, 4)",0.7581018518518519,0.34789391575663026,0.6329752604166666,0.15336962643138727,0.6425509982638888,0.16625011863709702,0.6281873914930556,0.14703548703268665,0.6253797743055556,0.14335338998821412,0.6295301649305556,0.1488048864096731,0.6291637420654297,0.14832150233590102,0.64019775390625,0.16305813870944844,0.65859375,0.18848653667595172,1423760,2261184,146584,0.6296524298774447,0.12965242987744474
0,"(3, 4)",0.7870370370370371,0.4025974025974026,0.6381293402777778,0.1602669016744303,0.6440972222222222,0.16835699797160245,0.6308322482638888,0.1505258887050966,0.6290690104166666,0.1481965987665857,0.630157470703125,0.1496333719257622,0.6294879913330078,0.1487492303883225,0.63525390625,0.15640880858272163,0.65546875,0.18408880666049954,1425970,2261184,147689,0.630629793948657,0.13062979394865698
