,model_combo,convs.0,convs.2,convs.5,convs.7,convs.10,convs.12,linear.0,linear.2,linear.4,total same,total weights,percent shared total
0,"(8, 10)",0.7569444444444444,0.5659722222222222,0.5450575086805556,0.5594889322916666,0.56915283203125,0.5901319715711806,0.5813617706298828,0.5604248046875,0.66015625,1308802,2261184,0.5788126928193371
0,"(8, 11)",0.7465277777777778,0.5486653645833334,0.5498318142361112,0.5625949435763888,0.5696818033854166,0.5882941351996528,0.5818386077880859,0.561004638671875,0.6671875,1308584,2261184,0.5787162831507741
0,"(8, 12)",0.7222222222222222,0.5362955729166666,0.5407443576388888,0.5616048177083334,0.5710652669270834,0.5881212022569444,0.5819454193115234,0.563568115234375,0.6765625,1307880,2261184,0.5784049418357816
0,"(8, 13)",0.7569444444444444,0.5591362847222222,0.5442165798611112,0.5635443793402778,0.5703057183159722,0.5887010362413194,0.5812931060791016,0.56060791015625,0.665625,1308536,2261184,0.5786950553338428
0,"(8, 14)",0.7407407407407407,0.5543077256944444,0.5469563802083334,0.5631917317708334,0.5701565212673612,0.5889248318142362,0.5820465087890625,0.560546875,0.67578125,1309380,2261184,0.579068311114885
0,"(9, 10)",0.7222222222222222,0.5490451388888888,0.5464680989583334,0.563720703125,0.5733574761284722,0.5877244737413194,0.5818328857421875,0.562103271484375,0.6578125,1309264,2261184,0.5790170105573009
0,"(9, 11)",0.7546296296296297,0.5685221354166666,0.5452202690972222,0.5621744791666666,0.5712009006076388,0.587738037109375,0.5814323425292969,0.55810546875,0.65859375,1308410,2261184,0.5786393323143981
0,"(9, 12)",0.7384259259259259,0.5627712673611112,0.5445692274305556,0.5626763237847222,0.5726860894097222,0.5888468424479166,0.5803298950195312,0.553802490234375,0.6421875,1307808,2261184,0.5783731001103847
0,"(9, 13)",0.7453703703703703,0.5807291666666666,0.5519205729166666,0.5645751953125,0.5711873372395834,0.5873616536458334,0.5813312530517578,0.557342529296875,0.65625,1309304,2261184,0.5790347004047437
0,"(9, 14)",0.7453703703703703,0.5617947048611112,0.5441623263888888,0.5633951822916666,0.5697767469618056,0.5873074001736112,0.5807552337646484,0.555938720703125,0.65234375,1306706,2261184,0.5778857448133368
0,"(10, 11)",0.7407407407407407,0.5534939236111112,0.5497504340277778,0.5608588324652778,0.5690443250868056,0.5888841417100694,0.5815696716308594,0.555908203125,0.6734375,1308050,2261184,0.5784801236874133
0,"(10, 12)",0.7349537037037037,0.5530056423611112,0.54736328125,0.5628933376736112,0.5716281467013888,0.5881415473090278,0.5812511444091797,0.557098388671875,0.65546875,1308168,2261184,0.5785323087373695
0,"(10, 13)",0.7407407407407407,0.5547960069444444,0.5437282986111112,0.5624593098958334,0.5705159505208334,0.5878431532118056,0.581207275390625,0.550018310546875,0.65234375,1306890,2261184,0.5779671181115734
0,"(10, 14)",0.7546296296296297,0.572265625,0.5517578125,0.5636935763888888,0.5706380208333334,0.5875481499565972,0.5816555023193359,0.557281494140625,0.65859375,1309156,2261184,0.5789692479692055
0,"(11, 12)",0.7268518518518519,0.5545789930555556,0.5402560763888888,0.560546875,0.5706515842013888,0.5899759928385416,0.5822772979736328,0.559722900390625,0.65078125,1309372,2261184,0.5790647731453964
0,"(11, 13)",0.7337962962962963,0.5511610243055556,0.5435926649305556,0.5593668619791666,0.5669080946180556,0.5871955023871528,0.5818004608154297,0.555450439453125,0.6625,1305836,2261184,0.5775009906314568
0,"(11, 14)",0.7280092592592593,0.5608181423611112,0.5460069444444444,0.5608181423611112,0.5687323676215278,0.5883416069878472,0.5819225311279297,0.562164306640625,0.67109375,1308378,2261184,0.578625180436444
0,"(12, 13)",0.7395833333333334,0.5686848958333334,0.5418565538194444,0.5594618055555556,0.5695597330729166,0.5896470811631944,0.5819225311279297,0.553070068359375,0.65,1308546,2261184,0.5786994777957035
0,"(12, 14)",0.7465277777777778,0.5731879340277778,0.5466579861111112,0.5598415798611112,0.5708075629340278,0.5891927083333334,0.5814456939697266,0.565460205078125,0.66875,1309594,2261184,0.5791629517987037
0,"(13, 14)",0.7523148148148148,0.5666232638888888,0.5429416232638888,0.5642496744791666,0.5710788302951388,0.5897928873697916,0.5815906524658203,0.5572509765625,0.684375,1309826,2261184,0.5792655529138717
