,model_combo,convs.0_pctsame,convs.0_jaccard,convs.2_pctsame,convs.2_jaccard,convs.5_pctsame,convs.5_jaccard,convs.7_pctsame,convs.7_jaccard,convs.10_pctsame,convs.10_jaccard,convs.12_pctsame,convs.12_jaccard,linear.0_pctsame,linear.0_jaccard,linear.2_pctsame,linear.2_jaccard,linear.4_pctsame,linear.4_jaccard,total_same,total_weights,total_ones_same,percent_same_total,jaccard_total
0,"(0, 1)",0.7280092592592593,0.5723384895359418,0.5324435763888888,0.36280961182994453,0.51611328125,0.34781178019085224,0.5085177951388888,0.3409479466007057,0.5038180881076388,0.3367358501683883,0.5096198187934028,0.34193947639643163,0.5027275085449219,0.33576220187974043,0.537933349609375,0.3679266943580538,0.5375,0.36752136752136755,1146868,2261184,573434,0.5071979989244573,0.25359899946222864
0,"(0, 2)",0.7256944444444444,0.5694822888283378,0.5452473958333334,0.3748042067576639,0.5187717013888888,0.35023075232583695,0.5045301649305556,0.33737234486386475,0.50469970703125,0.33752398057063554,0.5105421278211806,0.34277043839739196,0.5035266876220703,0.3364755545302409,0.54534912109375,0.374900348256619,0.56484375,0.3935764833968427,1149142,2261184,574571,0.5082036667515779,0.25410183337578895
0,"(0, 3)",0.6921296296296297,0.5292035398230088,0.5157335069444444,0.34746692009649827,0.5041775173611112,0.33705705270030106,0.5084092881944444,0.34085039828319935,0.5030721028645834,0.33606969569294753,0.5091417100694444,0.34150912498407904,0.5036201477050781,0.3365590273971555,0.5433349609375,0.3729992457889885,0.55234375,0.3815434430652995,1146120,2261184,573060,0.5068671987772777,0.25343359938863885
0,"(0, 4)",0.71875,0.5609756097560976,0.5404730902777778,0.37030704036874584,0.5063747829861112,0.3390239915729827,0.5072428385416666,0.33980264951207545,0.50543212890625,0.3381794421529791,0.5091993543836806,0.3415609966905869,0.5038471221923828,0.3367617906337844,0.538482666015625,0.36844083439477143,0.57109375,0.39967195188627663,1147766,2261184,573883,0.5075951359995471,0.25379756799977354
0,"(0, 5)",0.7199074074074074,0.5623869801084991,0.5276150173611112,0.35834039574044735,0.5163845486111112,0.34805821692386457,0.5111762152777778,0.34334232198819326,0.5020480685763888,0.33515632781304044,0.5084737141927084,0.3409083158849567,0.5039138793945312,0.33682143858843927,0.542236328125,0.371964495059454,0.57421875,0.40273972602739727,1147510,2261184,573755,0.5074819209759135,0.25374096048795675
0,"(0, 6)",0.7141203703703703,0.5553555355535553,0.5240885416666666,0.3550948389942655,0.51416015625,0.3460400920144594,0.5048285590277778,0.33763924670706486,0.5042588975694444,0.33712979923466146,0.50982666015625,0.34212574237149296,0.5032329559326172,0.33621327909860244,0.549957275390625,0.37926970430390405,0.5625,0.391304347826087,1147482,2261184,573741,0.5074695380827036,0.2537347690413518
0,"(0, 7)",0.7326388888888888,0.5780821917808219,0.5384657118055556,0.3684249600950295,0.5194769965277778,0.35087397852614605,0.5060085720486112,0.33869576664336487,0.5054456922743056,0.3381915863890263,0.5084431966145834,0.3408808806078049,0.5038909912109375,0.3368009872614713,0.546630859375,0.376112884260037,0.55546875,0.38453217955651703,1148598,2261184,574299,0.5079630848263564,0.2539815424131782
0,"(0, 8)",0.6898148148148148,0.5265017667844523,0.5251193576388888,0.3560419348905646,0.5171712239583334,0.348773393337358,0.5088568793402778,0.3412528765952028,0.5020684136284722,0.3351744620357752,0.5099589029947916,0.34224485755442835,0.5032882690429688,0.3362626607604357,0.55426025390625,0.3833748469624689,0.5671875,0.39585605234460197,1148078,2261184,574039,0.5077331168096006,0.2538665584048003
0,"(0, 9)",0.6898148148148148,0.5265017667844523,0.5214301215277778,0.3526584229259164,0.5154622395833334,0.34722069948470563,0.5058729383680556,0.3385742426855727,0.5044623480902778,0.33731170020768525,0.5102030436197916,0.3424648180644985,0.5040626525878906,0.33695438746809264,0.546966552734375,0.3764308067124525,0.58125,0.40969162995594716,1148596,2261184,574298,0.5079622003339843,0.25398110016699216
0,"(0, 10)",0.7118055555555556,0.5525606469002695,0.5216471354166666,0.3528569855774524,0.5155978732638888,0.34734379854169334,0.5103624131944444,0.3426084422915832,0.5050116644965278,0.3378030801333666,0.5099962022569444,0.34227845796732054,0.5034980773925781,0.33645000369616035,0.53607177734375,0.3661872003335418,0.5640625,0.3928182807399347,1148004,2261184,574002,0.5077003905918316,0.2538501952959158
0,"(0, 11)",0.7210648148148148,0.5638009049773756,0.5227322048611112,0.35385067391384184,0.5189073350694444,0.35035440209527646,0.5048556857638888,0.33766351579367526,0.5037027994791666,0.3366328556277704,0.507843017578125,0.34034154821556395,0.5039997100830078,0.3368981366380437,0.550750732421875,0.3800248478595043,0.56875,0.39737991266375544,1147336,2261184,573668,0.5074049701395376,0.2537024850697688
0,"(0, 12)",0.7106481481481481,0.5511669658886894,0.5255533854166666,0.35644110829009823,0.5189615885416666,0.3504038683444145,0.5103759765625,0.3426206670490863,0.5032619900173612,0.33623919928591817,0.5098368326822916,0.3421349043272874,0.5031967163085938,0.3361809275749405,0.55633544921875,0.3853633788525768,0.5859375,0.4143646408839779,1148854,2261184,574427,0.5080762998499901,0.25403814992499507
0,"(0, 13)",0.7037037037037037,0.5428571428571428,0.5160590277777778,0.3477625036560398,0.5051812065972222,0.3379548135377915,0.5063883463541666,0.3390361511428338,0.5058322482638888,0.33853778980047566,0.509368896484375,0.34171358378544375,0.5032501220703125,0.3362286040513401,0.543365478515625,0.37302801114579626,0.55546875,0.38453217955651703,1146498,2261184,573249,0.5070343678356117,0.25351718391780587
0,"(0, 14)",0.7199074074074074,0.5623869801084991,0.5381401909722222,0.36812024494340323,0.515625,0.3473684210526316,0.5047200520833334,0.33754217916621315,0.5048285590277778,0.33763924670706486,0.5084160698784722,0.34085649463724693,0.5043678283691406,0.3372271858923511,0.558135986328125,0.38709336042500053,0.57578125,0.40427866154690073,1149198,2261184,574599,0.5082284325379978,0.2541142162689989
0,"(1, 2)",0.7210648148148148,0.5638009049773756,0.5428602430555556,0.3725519398317075,0.5176866319444444,0.34924236878705806,0.5071207682291666,0.33969309602333125,0.5038384331597222,0.3367540273232465,0.5106540256076388,0.3428713236465965,0.5025768280029297,0.33562778872498505,0.531768798828125,0.36218328448795495,0.546875,0.3763440860215054,1147228,2261184,573614,0.5073572075514421,0.25367860377572105
0,"(1, 3)",0.7129629629629629,0.5539568345323741,0.5303276909722222,0.3608475765070693,0.5110677083333334,0.34324442501093133,0.5048149956597222,0.33762711249399024,0.5028415256076388,0.33586392770593165,0.5116746690538194,0.343792219627499,0.5041332244873047,0.3370174622098398,0.54425048828125,0.37386273112238483,0.565625,0.39433551198257083,1148730,2261184,574365,0.5080214613229176,0.2540107306614588
0,"(1, 4)",0.7430555555555556,0.5911602209944752,0.5381401909722222,0.36812024494340323,0.5112575954861112,0.3434157540861136,0.5094265407986112,0.34176547130494916,0.5028143988715278,0.33583972387427585,0.5093451605902778,0.34169221950265233,0.5031852722167969,0.336170711629768,0.537322998046875,0.36735588057334806,0.5625,0.391304347826087,1146926,2261184,573463,0.5072236492032492,0.2536118246016246
0,"(1, 5)",0.7256944444444444,0.5694822888283378,0.5168728298611112,0.3485020302154589,0.5176595052083334,0.3492176777381279,0.5080430772569444,0.3405212774661588,0.5019259982638888,0.33504753282028066,0.5098775227864584,0.3421715534013722,0.5036697387695312,0.33660332335680454,0.549713134765625,0.37903751867516783,0.565625,0.39433551198257083,1147760,2261184,573880,0.5075924825224307,0.25379624126121536
0,"(1, 6)",0.7141203703703703,0.5553555355535553,0.5310872395833334,0.3615512465373961,0.5089246961805556,0.34131387923663287,0.5098198784722222,0.34211963447045546,0.5055813259548612,0.33831304087383884,0.5100775824652778,0.34235177379857806,0.5041980743408203,0.33707542803077156,0.538665771484375,0.36861230030280884,0.534375,0.3646055437100213,1148828,2261184,574414,0.5080648014491523,0.25403240072457617
0,"(1, 7)",0.7164351851851852,0.5581605049594229,0.5299479166666666,0.36049601417183347,0.5138888888888888,0.34579439252336447,0.5091145833333334,0.3414847161572052,0.5035400390625,0.33648747858716044,0.5105251736111112,0.3427551540759088,0.5031604766845703,0.33614857761778855,0.551971435546875,0.38118822314485024,0.57578125,0.40427866154690073,1148604,2261184,574302,0.5079657383034729,0.25398286915173646
0,"(1, 8)",0.7303240740740741,0.5752051048313582,0.53369140625,0.36396936396936397,0.5141330295138888,0.3460155180282976,0.5066053602430556,0.33923073429907813,0.5045640733506944,0.337402669254595,0.5108506944444444,0.34304867385601867,0.5031414031982422,0.3361315519537198,0.54278564453125,0.37248167539267013,0.5515625,0.3807982740021575,1148224,2261184,574112,0.5077976847527667,0.2538988423763833
0,"(1, 9)",0.7418981481481481,0.5896964121435143,0.5352647569444444,0.36543447662789835,0.5111219618055556,0.3432933717159203,0.5084906684027778,0.3409235581907135,0.5022108289930556,0.33530141538907354,0.5102132161458334,0.34247398465026085,0.5033130645751953,0.33628479855230375,0.547454833984375,0.37689350169128305,0.56171875,0.39054861488321563,1147800,2261184,573900,0.5076101723698735,0.25380508618493675
0,"(1, 10)",0.7372685185185185,0.5838680109990834,0.5145941840277778,0.3464333978596735,0.5107693142361112,0.3429752818812729,0.5088297526041666,0.34122847709225856,0.50408935546875,0.3369782528866947,0.5102166069878472,0.3424770402066666,0.5031986236572266,0.33618263024765693,0.5421142578125,0.3718496190236959,0.55390625,0.38303619665045924,1147120,2261184,573560,0.5073094449633466,0.2536547224816733
0,"(1, 11)",0.7476851851851852,0.5970425138632163,0.5428059895833334,0.37250083770803083,0.5136990017361112,0.3456224562428136,0.5063340928819444,0.33898751418842227,0.5028822157118056,0.3359002350980028,0.5105997721354166,0.3428224076932534,0.5050106048583984,0.3378021319078087,0.543975830078125,0.3736035715034269,0.571875,0.40043763676148797,1149964,2261184,574982,0.5085671931165265,0.25428359655826327
0,"(1, 12)",0.71875,0.5609756097560976,0.5447591145833334,0.3743429146627894,0.5118001302083334,0.3439055066440641,0.5080430772569444,0.3405212774661588,0.5048760308159722,0.33768171818656023,0.5099080403645834,0.3421990415204599,0.5039024353027344,0.33681121284673615,0.5419921875,0.37173476222371066,0.5578125,0.38678223185265437,1148950,2261184,574475,0.5081187554838527,0.25405937774192633
0,"(1, 13)",0.7662037037037037,0.6210131332082551,0.5545789930555556,0.3836799039111178,0.508544921875,0.34097233589785564,0.5067545572916666,0.33936454302686797,0.5043809678819444,0.3372389338798756,0.5096978081597222,0.3420097017574197,0.5020790100097656,0.335183907138546,0.538665771484375,0.36861230030280884,0.57109375,0.39967195188627663,1146598,2261184,573299,0.5070785924542187,0.25353929622710936
