,model_combo,convs.0_pctsame,convs.0_jaccard,convs.2_pctsame,convs.2_jaccard,convs.5_pctsame,convs.5_jaccard,convs.7_pctsame,convs.7_jaccard,convs.10_pctsame,convs.10_jaccard,convs.12_pctsame,convs.12_jaccard,linear.0_pctsame,linear.0_jaccard,linear.2_pctsame,linear.2_jaccard,linear.4_pctsame,linear.4_jaccard,total_same,total_weights,total_ones_same,percent_same_total,jaccard_total
0,"(0, 1)",0.8148148148148148,0.4594594594594595,0.6775716145833334,0.21591133979813973,0.6805826822916666,0.2203793822623895,0.6767171223958334,0.21464933524440272,0.6755235460069444,0.21289091417572836,0.6834309895833334,0.22463623679489736,0.6785049438476562,0.2172927791966566,0.665191650390625,0.1978797294827271,0.725,0.2903225806451613,1535588,2261184,202498,0.6791079363731567,0.17910793637315672
0,"(0, 2)",0.8321759259259259,0.49740034662045063,0.67724609375,0.21543026706231455,0.6773817274305556,0.21563066776586975,0.6741265190972222,0.21083921826244045,0.6750420464409722,0.2121829914916355,0.6844312879774306,0.22613825819782887,0.6793365478515625,0.21852630013201196,0.669403076171875,0.20395341147077195,0.734375,0.30612244897959184,1536608,2261184,203008,0.6795590274829469,0.179559027482947
0,"(0, 3)",0.8182870370370371,0.466893039049236,0.6739366319444444,0.21056088270064363,0.6819118923611112,0.22236222561177796,0.6756184895833334,0.21303060217176703,0.6756523980034722,0.21308049853975566,0.6828240288628472,0.22372663333264176,0.6804542541503906,0.2201881408868967,0.66705322265625,0.20055689895215065,0.721875,0.285140562248996,1537234,2261184,203321,0.6798358735954261,0.1798358735954261
0,"(0, 4)",0.8148148148148148,0.4594594594594595,0.6702473958333334,0.2051785013730875,0.6788194444444444,0.21775898520084566,0.6760796440972222,0.21370954466137687,0.6769816080729166,0.21503967567300325,0.6834581163194444,0.22467692103252385,0.6792259216308594,0.21836206375690762,0.66864013671875,0.20284854269143235,0.72578125,0.29162462159434915,1536524,2261184,202966,0.6795218788033172,0.1795218788033172
0,"(1, 2)",0.8194444444444444,0.46938775510204084,0.6717122395833334,0.20730988406366674,0.6809353298611112,0.2209048155262635,0.6776665581597222,0.21605172442230616,0.67681884765625,0.21479943649440203,0.6832784016927084,0.22440743831504478,0.6791725158691406,0.21828279307540374,0.665618896484375,0.19849310559233385,0.715625,0.2749003984063745,1536542,2261184,202975,0.6795298392346665,0.17952983923466645
0,"(1, 3)",0.8113425925925926,0.45210084033613446,0.6732855902777778,0.20960756004725029,0.6811794704861112,0.22126884214013584,0.6787923177083334,0.21771875929045684,0.6778225368923612,0.2162824266919619,0.6815185546875,0.22177479492915733,0.6793479919433594,0.2185432926290737,0.662841796875,0.19451735199766695,0.7125,0.2698412698412698,1536022,2261184,202715,0.6792998712179106,0.1792998712179106
0,"(1, 4)",0.8078703703703703,0.44481605351170567,0.6785481770833334,0.2173568456508817,0.679931640625,0.21941053885084846,0.6769341362847222,0.2149695960977539,0.6764119466145834,0.21419925397099873,0.6825086805555556,0.22325457924077516,0.6790904998779297,0.21816107603980547,0.6666259765625,0.19994140911088326,0.7265625,0.29292929292929293,1536026,2261184,202717,0.6793016402026549,0.1793016402026549
0,"(2, 3)",0.8043981481481481,0.43760399334442596,0.6788736979166666,0.2178394449950446,0.6796061197916666,0.21892669378037893,0.6778835720486112,0.21637272532295052,0.67919921875,0.2183224271267103,0.6836649576822916,0.2249872272551683,0.6799812316894531,0.2194842833417844,0.6611328125,0.1920838183934808,0.715625,0.2749003984063745,1538198,2261184,203803,0.6802621989187966,0.18026219891879652
0,"(2, 4)",0.8009259259259259,0.4304635761589404,0.6682400173611112,0.20226991063857544,0.6800401475694444,0.21957190591193304,0.6763780381944444,0.21414926552928001,0.67498779296875,0.21210327735444257,0.6827596028645834,0.22363016256317061,0.6793899536132812,0.2186056025065313,0.67333984375,0.20968694624926165,0.7265625,0.29292929292929293,1536042,2261184,202725,0.679308716141632,0.179308716141632
0,"(3, 4)",0.8113425925925926,0.45210084033613446,0.68115234375,0.22122838401908168,0.6848958333333334,0.2268370607028754,0.6760796440972222,0.21370954466137687,0.6757609049479166,0.21324019450546738,0.682403564453125,0.22309730879773057,0.6802101135253906,0.21982475814669875,0.674530029296875,0.21143110651040703,0.71328125,0.2711022840119166,1537772,2261184,203590,0.6800738020435312,0.18007380204353118
