Wall time,Step,Value
1701923470.9853492,0,44.83000183105469
1701923648.0569139,1,52.2400016784668
1701923841.2865965,2,56.040000915527344
1701924025.9904454,3,63.84000015258789
1701924181.925181,4,66.25
1701924425.558801,5,67.70999908447266
1701924724.937193,6,71.6500015258789
1701924911.3303237,7,71.51000213623047
1701925099.4273748,8,70.19000244140625
1701925281.0931528,9,72.69999694824219
1701925467.6069632,10,73.98999786376953
1701925654.5099056,11,75.93000030517578
1701925841.5658753,12,75.0199966430664
1701926024.8109753,13,75.33000183105469
1701926206.2301574,14,77.6500015258789
1701926398.8528733,15,77.86000061035156
1701926590.9491873,16,79.52999877929688
1701926782.5580914,17,78.2699966430664
1701926970.0267806,18,77.02999877929688
1701927158.755501,19,75.13999938964844
1701927345.9879282,20,80.83999633789062
1701927539.2246075,21,79.68000030517578
1701927725.9436002,22,78.91000366210938
1701927893.368036,23,75.36000061035156
1701928081.9632819,24,77.16999816894531
1701928269.427002,25,79.54000091552734
1701928454.658298,26,78.58000183105469
1701928643.1636178,27,81.7300033569336
1701928844.8640382,28,77.0199966430664
1701929032.6433396,29,82.88999938964844
1701929228.607282,30,81.05999755859375
1701929410.4342875,31,82.48999786376953
1701929596.571445,32,78.58999633789062
1701929780.4792838,33,79.13999938964844
1701929968.276368,34,78.69999694824219
1701930156.967129,35,80.13999938964844
1701930339.4103477,36,82.3499984741211
1701930520.6690397,37,78.44999694824219
1701930705.668392,38,82.08000183105469
1701930893.5026948,39,81.52999877929688
1701931082.426495,40,76.37000274658203
1701931270.1352146,41,82.94000244140625
1701931477.828192,42,83.69999694824219
1701931668.648257,43,77.08999633789062
1701931857.3852015,44,82.56999969482422
1701932044.9824789,45,82.63999938964844
1701932232.8821623,46,82.2699966430664
1701932430.942117,47,82.69000244140625
1701932592.3998847,48,83.9000015258789
1701932806.0266128,49,82.98999786376953
1701932994.8866224,50,81.75
1701933182.6903846,51,84.16999816894531
1701933374.7150004,52,81.44999694824219
1701933555.9089384,53,81.04000091552734
1701933743.4626784,54,79.20999908447266
1701933931.8432043,55,83.08999633789062
1701934119.8246922,56,79.94000244140625
1701934307.6873293,57,81.0
1701934496.4591994,58,81.27999877929688
1701934683.963511,59,85.51000213623047
1701934883.5494766,60,82.22000122070312
1701935071.2604241,61,80.94000244140625
1701935259.8429012,62,83.73999786376953
1701935447.149469,63,82.58999633789062
1701935635.6472788,64,81.55999755859375
1701935823.4985337,65,82.18000030517578
1701936010.915243,66,82.43000030517578
1701936199.329814,67,84.0
1701936367.6531198,68,83.7300033569336
1701936556.230232,69,84.41000366210938
1701936743.950145,70,84.44000244140625
1701936931.5946667,71,84.22000122070312
1701937120.0892634,72,83.68000030517578
1701937307.4720006,73,83.44000244140625
1701937495.2472491,74,82.91000366210938
1701937683.5941904,75,84.04000091552734
1701937870.823557,76,82.69000244140625
1701938057.9774432,77,85.0
1701938246.5952003,78,82.93000030517578
1701938434.1403084,79,84.02999877929688
1701938621.8219137,80,82.31999969482422
1701938800.2370222,81,82.7300033569336
1701938987.7764072,82,83.6500015258789
1701939176.5871284,83,83.06999969482422
1701939364.1775446,84,84.08000183105469
1701939540.4150274,85,83.25
1701939727.927478,86,81.11000061035156
1701939908.1979551,87,83.73999786376953
1701940096.951796,88,83.08999633789062
1701940284.650162,89,84.88999938964844
1701940465.328133,90,83.52999877929688
1701940652.7820904,91,83.13999938964844
1701940840.571003,92,85.0199966430664
1701941029.2232606,93,84.87999725341797
1701941216.7780454,94,85.16999816894531
1701941404.6007428,95,85.41000366210938
1701941593.1364138,96,82.94000244140625
1701941780.7890646,97,83.25
1701941968.3315237,98,80.41999816894531
1701942156.8870182,99,85.30000305175781
1701942344.5524356,100,84.6500015258789
1701942532.0790813,101,85.26000213623047
1701942721.077506,102,85.4000015258789
1701942908.726062,103,81.63999938964844
1701943078.6843498,104,84.2300033569336
1701943266.3113527,105,84.2300033569336
1701943453.7884464,106,85.79000091552734
1701943640.473321,107,86.0199966430664
1701943833.288293,108,84.05999755859375
1701944020.7801855,109,86.2300033569336
1701944216.0113657,110,85.08000183105469
1701944403.7849798,111,85.26000213623047
1701944586.6834369,112,86.26000213623047
1701944778.238558,113,85.54000091552734
1701944966.0584552,114,82.8499984741211
1701945154.8281727,115,84.58999633789062
1701945342.5890977,116,82.9000015258789
1701945530.450475,117,84.43000030517578
1701945719.2669687,118,86.05999755859375
1701945896.8733463,119,83.41000366210938
1701946084.4943006,120,84.30999755859375
1701946273.1571243,121,85.93000030517578
1701946460.75538,122,85.33999633789062
1701946649.3673334,123,85.33999633789062
1701946837.153485,124,85.30000305175781
1701947018.6342392,125,86.70999908447266
1701947215.0850747,126,86.48999786376953
1701947402.712655,127,87.4000015258789
1701947594.7251587,128,84.73999786376953
1701947783.2499886,129,85.30999755859375
1701947971.0091014,130,86.5199966430664
1701948158.4533405,131,84.41000366210938
1701948347.1412811,132,84.69000244140625
1701948534.8171232,133,85.3499984741211
1701948722.93728,134,85.80000305175781
1701948911.9142363,135,84.0199966430664
1701949099.5865335,136,85.6500015258789
1701949287.191282,137,86.18000030517578
1701949476.1152976,138,84.72000122070312
1701949655.925454,139,86.56999969482422
1701949844.3655415,140,87.13999938964844
1701950032.5071588,141,86.13999938964844
1701950220.4103808,142,83.83999633789062
1701950395.840518,143,87.01000213623047
1701950583.4471107,144,86.38999938964844
1701950759.732322,145,87.18000030517578
1701950947.542279,146,85.66999816894531
1701951134.9599576,147,86.19999694824219
1701951323.493262,148,86.52999877929688
1701951511.218111,149,86.51000213623047
1701951692.1646798,150,87.25
1701951879.872058,151,87.05999755859375
1701952067.2417364,152,83.63999938964844
1701952255.6742496,153,86.83999633789062
1701952435.8528216,154,84.44999694824219
1701952623.3794906,155,86.22000122070312
1701952812.1380615,156,86.54000091552734
1701952992.7428977,157,85.91999816894531
1701953167.5763817,158,87.87000274658203
1701953364.8660574,159,86.44999694824219
1701953542.2841063,160,86.58000183105469
1701953727.2542992,161,87.36000061035156
1701953914.9416623,162,86.0
1701954103.4414861,163,86.87000274658203
1701954291.1863139,164,87.68000030517578
1701954478.8849394,165,86.76000213623047
1701954667.5022683,166,87.41000366210938
1701954855.1044207,167,87.06999969482422
1701955042.5563548,168,87.93000030517578
1701955236.0637262,169,85.22000122070312
1701955423.5336876,170,85.48999786376953
1701955611.6048498,171,87.05999755859375
1701955800.3084588,172,85.4000015258789
1701955987.7230685,173,85.2300033569336
1701956175.167403,174,86.79000091552734
1701956355.1406188,175,87.76000213623047
1701956527.5532913,176,86.55000305175781
1701956716.3873298,177,86.79000091552734
1701956903.9900281,178,87.06999969482422
1701957092.0432215,179,87.73999786376953
1701957280.0388165,180,87.72000122070312
1701957467.6900957,181,87.37000274658203
1701957656.4958165,182,86.45999908447266
1701957844.2618072,183,88.01000213623047
1701957950.3391726,184,87.83999633789062
1701958028.4322915,185,86.9000015258789
1701958106.5400515,186,87.70999908447266
1701958184.612715,187,88.29000091552734
1701958267.0351267,188,87.31999969482422
1701958345.1212726,189,85.76000213623047
1701958423.251398,190,85.66999816894531
1701958501.3903866,191,85.75
1701958579.5224407,192,87.9800033569336
1701958657.6586008,193,85.0
1701958735.7478042,194,88.6500015258789
1701958820.0332227,195,88.37999725341797
1701958898.1931531,196,87.97000122070312
1701958976.361259,197,88.6500015258789
1701959054.488288,198,87.47000122070312
1701959132.66123,199,88.05999755859375
1701959210.7690089,200,87.33000183105469
1701959288.916517,201,88.06999969482422
1701959367.052288,202,88.54000091552734
1701959445.157404,203,88.72000122070312
1701959528.3382585,204,88.2300033569336
1701959606.4555585,205,89.06999969482422
1701959688.7662828,206,88.86000061035156
1701959766.8997402,207,87.5199966430664
1701959845.0472577,208,87.94000244140625
1701959923.1814265,209,88.52999877929688
1701960001.3395069,210,87.9000015258789
1701960079.5048656,211,86.70999908447266
1701960157.6113808,212,89.58999633789062
1701960242.0919192,213,88.3499984741211
1701960320.235033,214,87.61000061035156
1701960398.3795776,215,89.08999633789062
1701960476.511963,216,88.91000366210938
1701960554.6172132,217,89.0199966430664
1701960632.7291155,218,88.30000305175781
1701960710.870053,219,88.79000091552734
1701960788.980145,220,89.16999816894531
1701960867.0874372,221,88.9000015258789
1701960945.1774771,222,89.37000274658203
1701961023.2800865,223,88.16999816894531
1701961101.394221,224,88.93000030517578
1701961179.5239253,225,89.44999694824219
1701961257.595544,226,89.95999908447266
1701961340.8873534,227,88.94999694824219
1701961419.0456076,228,89.31999969482422
1701961497.2093308,229,89.12000274658203
1701961575.3482056,230,89.56999969482422
1701961653.455171,231,89.5999984741211
1701961731.5691679,232,89.7300033569336
1701961809.657912,233,89.5
1701961887.780771,234,90.13999938964844
1701961973.899344,235,89.19000244140625
1701962052.070581,236,89.04000091552734
1701962130.2735496,237,89.4800033569336
1701962208.4514794,238,89.62000274658203
1701962286.5785272,239,89.55000305175781
1701962364.7553875,240,88.5
1701962442.8695831,241,90.29000091552734
1701962525.6157942,242,90.33999633789062
1701962608.854321,243,90.02999877929688
1701962687.0002387,244,89.95999908447266
1701962765.1943424,245,89.0
1701962843.3565,246,90.05000305175781
1701962921.4913251,247,90.1500015258789
1701962999.5813816,248,89.1500015258789
1701963077.714268,249,89.76000213623047
1701963155.796146,250,90.19999694824219
1701963233.9092913,251,90.04000091552734
1701963312.0195656,252,90.62000274658203
1701963397.6863925,253,90.52999877929688
